30.03.2015,58.6,134,4.87,39.4,228
31.03.2015,56.1,145,7.26,32.4,253
1.04.2015,57.8,135,7.26,31.3,235
2.04.2015,62.1,140,6.69,30.7,230
3.04.2015,64.6,142,6.5,30.7,228
4.04.2015,62.1,141,6.5,30.7,225
5.04.2015,58.6,135,6.35,30.7,220
6.04.2015,54.4,118,6.2,30.7,189
7.04.2015,54.4,110,6.2,30.7,189
8.04.2015,63.8,120,5.9,30.7,191
9.04.2015,73.6,135,6.2,30.7,198
10.04.2015,103,174,6.05,30.7,208
11.04.2015,86,174,5.76,30.1,235
12.04.2015,69.1,142,5.46,30.1,230
13.04.2015,60.3,119,5.31,30.1,198
14.04.2015,55.2,106,5.31,27.9,178
15.04.2015,52.7,96.4,5.16,30.7,164
16.04.2015,51.8,92.7,5.01,30.7,153
17.04.2015,51.8,90,4.87,35.5,149
18.04.2015,53.5,90,4.73,33,145
19.04.2015,56.1,93.6,4.59,26.8,145
20.04.2015,56.9,98.3,4.59,34.9,142
21.04.2015,56.1,102,4.87,36.8,149
22.04.2015,51,98.3,4.87,39.4,149
23.04.2015,46.9,88.2,4.87,38.7,142
24.04.2015,45.5,83.7,4.87,38.1,130
25.04.2015,44,79.2,4.87,37.4,129
26.04.2015,43.3,75.6,4.45,36.1,129
27.04.2015,44,74.7,4.17,36.8,123
28.04.2015,44.8,76.5,4.31,39.4,132
29.04.2015,45.5,76.5,4.03,37.4,110
30.04.2015,47.7,79.2,3.13,29.5,111
1.05.2015,47.7,81.9,3.13,33.6,130
2.05.2015,46.9,81.9,2.9,33.6,121
3.05.2015,45.5,82.8,3.02,34.2,123
4.05.2015,48.4,81.9,3.49,36.1,127
5.05.2015,46.9,89.1,3.37,35.5,130
6.05.2015,44,83.7,3.13,36.8,119
7.05.2015,42.6,78.3,2.78,37.4,127
8.05.2015,41.1,73.9,2.66,33.6,127
9.05.2015,44.8,78.3,2.9,34.9,127
10.05.2015,44.8,89.1,2.9,31.8,127
11.05.2015,41.8,81,2.78,34.2,127
12.05.2015,39,74.7,2.42,36.1,125
13.05.2015,39,72.1,2.14,35.5,125
14.05.2015,39.7,73.9,1.76,57.3,117
15.05.2015,39.7,74.7,1.76,36.1,115
16.05.2015,37.6,70.3,2.04,36.8,106
17.05.2015,36.9,67.7,1.76,33.6,94.9
18.05.2015,36.9,67.7,1.66,34.2,86.3
19.05.2015,35.5,66,1.57,36.8,98.3
20.05.2015,34.8,63.5,1.47,37.4,100
21.05.2015,34.1,61.8,1.85,36.8,98.3
22.05.2015,33.5,61.8,3.61,37.4,94.9
23.05.2015,32.2,59.2,4.59,37.4,96.6
24.05.2015,32.2,60.1,4.73,36.1,91.5
25.05.2015,30.9,59.2,4.17,35.5,84.6
26.05.2015,29.6,56.7,4.17,49,89.7
27.05.2015,32.8,58.4,4.17,40.8,89.7
28.05.2015,24.9,60.1,3.75,37.4,73.7
29.05.2015,23.7,55.1,3.89,40.8,76.8
30.05.2015,23.7,53.5,5.46,41.6,75.3
31.05.2015,22.5,55.1,4.17,43,67.6
1.06.2015,24.3,55.1,3.61,41.6,81.4
2.06.2015,22,54.3,3.75,43.7,78.3
3.06.2015,21.4,49.4,3.75,42.3,75.3
4.06.2015,22,48.6,4.31,44.5,76.8
5.06.2015,21.4,55.1,4.17,43,75.3
6.06.2015,20.3,51,3.61,42.3,73.7
7.06.2015,20.3,47,3.37,40.8,69.1
8.06.2015,19.2,44.5,3.13,43,75.3
9.06.2015,19.2,42.9,2.9,41.6,81.4
10.06.2015,14.3,41.5,3.25,37.4,78.3
11.06.2015,12.5,39.5,5.31,37.4,64.6
12.06.2015,11.8,36.8,4.45,38.7,48
13.06.2015,13,38.8,5.61,38.7,54.3
14.06.2015,11.4,38.8,4.03,37.4,48
15.06.2015,11.4,34.1,3.75,36.1,69.1
16.06.2015,11.4,32.7,3.75,37.4,76.8
17.06.2015,10.3,31.3,3.13,38.1,81.4
18.06.2015,9.54,29.3,3.02,37.4,49.2
19.06.2015,9.54,28,3.13,38.1,50.4
20.06.2015,9.17,26.8,5.16,38.7,48
21.06.2015,8.8,25.5,3.49,36.8,36.6
22.06.2015,10.3,26.2,3.25,37.4,39.7
23.06.2015,8.49,28.7,3.25,38.7,51.6
24.06.2015,7.25,24.3,3.13,38.1,49.2
25.06.2015,6.63,23.6,3.37,38.1,44.3
26.06.2015,6.32,21.9,3.13,38.1,41.9
27.06.2015,6.01,21.4,3.13,38.1,37.6
28.06.2015,6.32,24.3,3.25,38.1,27.7
29.06.2015,6.32,21.9,3.49,36.1,31.4
30.06.2015,6.01,21.4,3.25,36.1,35.6
1.07.2015,6.63,23.6,3.61,52.8,34.5
2.07.2015,5.7,22.5,3.25,37.4,35.6
3.07.2015,5.5,19.8,3.13,37.4,35.6
4.07.2015,5.1,18.2,3.13,37.4,31.4
5.07.2015,4.9,17.2,2.9,36.8,23.2
6.07.2015,4.9,16.2,2.78,37.4,26.8
7.07.2015,4.7,15.3,2.78,52.8,31.4
8.07.2015,4.5,14.3,2.66,37.4,30.4
9.07.2015,4.3,13.8,3.02,36.1,24.1
10.07.2015,3.9,13.8,3.13,38.1,21.4
11.07.2015,3.7,12.8,2.78,38.1,18
12.07.2015,3.7,12.1,2.66,37.4,16.6
13.07.2015,3.7,11.7,2.66,57.3,19.4
14.07.2015,3.51,11.3,2.66,38.1,18.7
15.07.2015,3.51,11.3,3.75,36.8,20
16.07.2015,3.32,10.6,4.03,33.6,22.3
17.07.2015,3.32,10.6,4.31,29.5,18
18.07.2015,3.13,10.2,4.87,33.6,14.6
19.07.2015,3.13,9.82,4.59,31.8,14.1
20.07.2015,3.13,9.44,4.45,34.9,19.4
21.07.2015,2.94,9.07,4.45,52,25
22.07.2015,2.75,8.76,4.31,50.5,14.1
23.07.2015,2.6,8.15,4.45,58.1,14.6
24.07.2015,2.6,7.85,4.17,41.6,16
25.07.2015,2.45,7.54,4.03,41.6,15.3
26.07.2015,2.45,7.23,3.75,39.4,14.6
27.07.2015,2.45,6.93,3.75,40.8,15.3
28.07.2015,2.45,6.62,3.89,42.3,14.6
29.07.2015,2.3,6.62,6.05,38.7,17.3
30.07.2015,2.3,6.93,6.88,38.1,16
31.07.2015,2.15,6.62,7.07,39.4,17.3
1.08.2015,2.15,6.32,7.64,39.4,13.5
2.08.2015,2.15,6.32,7.64,39.4,13.5
3.08.2015,2.15,6.32,7.64,40.1,13
4.08.2015,2.15,6.01,7.64,40.8,13.5
5.08.2015,2,6.32,8.62,40.1,12
6.08.2015,2,6.32,7.45,40.8,8.24
7.08.2015,2,6.01,7.07,40.8,9.85
8.08.2015,2,5.78,5.61,40.1,8.6
9.08.2015,2.15,5.78,4.59,39.4,8.24
10.08.2015,2,5.78,4.31,62.8,10.9
11.08.2015,2,5.78,4.17,40.8,8.24
12.08.2015,2,5.78,4.03,39.4,8.6
13.08.2015,1.88,5.55,3.89,40.8,8.96
14.08.2015,1.88,5.32,3.89,41.6,9.32
15.08.2015,1.77,5.32,3.89,41.6,8.96
16.08.2015,1.77,5.09,5.31,40.1,8.6
17.08.2015,1.77,5.32,5.01,41.6,7.53
18.08.2015,1.77,5.32,4.87,41.6,8.24
19.08.2015,1.77,5.32,4.59,42.3,8.24
20.08.2015,1.65,5.09,4.45,42.3,9.85
21.08.2015,1.65,5.09,4.31,42.3,9.32
22.08.2015,1.65,4.86,4.17,42.3,9.85
23.08.2015,1.65,4.86,4.17,40.1,9.32
24.08.2015,1.54,4.86,4.17,39.4,7.88
25.08.2015,1.54,4.86,4.17,40.8,7.88
26.08.2015,1.54,4.86,4.17,41.6,7.17
27.08.2015,1.54,5.09,4.17,37.4,8.24
28.08.2015,1.65,5.32,4.17,101,8.96
29.08.2015,1.77,5.32,4.03,99,7.17
30.08.2015,1.65,5.09,4.03,73.6,7.88
31.08.2015,1.65,5.78,4.03,49,6.81
1.09.2015,1.65,6.01,4.31,42.3,5.73
2.09.2015,1.54,5.55,4.17,41.6,8.6
3.09.2015,1.54,5.32,3.89,41.6,9.32
4.09.2015,1.54,5.09,4.17,42.3,10.4
5.09.2015,1.54,5.09,3.75,42.3,9.32
6.09.2015,1.54,5.09,3.61,42.3,11.4
7.09.2015,1.54,4.86,3.61,43,9.85
8.09.2015,1.54,4.86,3.61,43,9.85
9.09.2015,1.42,4.86,3.61,43,11.4
10.09.2015,1.42,4.86,3.61,43,10.9
11.09.2015,1.42,4.86,3.61,43.7,14.1
12.09.2015,1.42,4.86,3.61,43,14.6
13.09.2015,1.42,4.86,3.61,43,14.1
14.09.2015,1.54,5.09,3.61,43,9.32
15.09.2015,1.54,5.32,3.75,43,11.4
16.09.2015,1.54,5.09,3.75,43,11.4
17.09.2015,1.54,5.09,3.75,43,10.4
18.09.2015,1.54,5.09,3.61,43,10.4
19.09.2015,1.42,5.09,3.02,43,13.5
20.09.2015,1.42,4.86,3.02,43.7,13.5
21.09.2015,1.42,4.86,2.9,44.5,16.6
22.09.2015,1.42,5.09,2.9,43.7,13
23.09.2015,1.54,5.09,2.9,43.7,13.5
24.09.2015,1.54,5.09,2.9,41.6,12
25.09.2015,1.42,5.09,2.9,43,7.88
26.09.2015,1.42,5.32,2.78,42.3,9.32
27.09.2015,1.54,5.09,2.66,41.6,7.53
28.09.2015,1.54,5.09,2.66,50.5,7.88
29.09.2015,1.54,5.09,2.66,40.8,7.88
30.09.2015,1.65,5.32,2.66,49.7,8.6
